"CODE","SPANISH","ENGLISH"
"C03AB02","hidroflumetiazida y potasio","hydroflumethiazide and potassium"
"C03AB03","hidroclorotiazida y potasio","hydrochlorothiazide and potassium"
"C03AB04","clorotiazida y potasio","chlorothiazide and potassium"
"C03AB05","polytiazide y potasio","polythiazide and potassium"
"C03AB06","triclormetiazida y potasio","trichlormethiazide and potassium"
"C03AB07","ciclopentiazida y potasio","cyclopenthiazide and potassium"
"C03AB08","meticlotiazida y potasio","methyclothiazide and potassium"
"C03AB09","ciclotiazida y potasio","cyclothiazide and potassium"
"C03AH","Tiazidas, combinaciones con psicolépticos y/o analgésicos","Thiazides, combinations with psycholeptics and/or analgesics"
"C03AH01","clorotiazida, combinaciones","chlorothiazide, combinations"
"C03AH02","hidroflumetiazida, combinaciones","hydroflumethiazide, combinations"
"C03AX","Tiazidas, combinaciones con otras drogas","Thiazides, combinations with other drugs"
"C03AX01","hidroclorotiazida, combinaciones","hydrochlorothiazide, combinations"
"C03B","DIURÉTICOS DE TECHO BAJO, EXCLUIDOS TIAZIDAS","LOW-CEILING DIURETICS, EXCL. THIAZIDES"
"C03BA","Sulfonamidas, monoterapia","Sulfonamides, plain"
"C03BA02","quinetazona","quinethazone"
"C03BA03","clopamida","clopamide"
"C03BA04","clortalidona","chlortalidone"
"C03BA05","mefrusida","mefruside"
"C03BA07","clofenamida","clofenamide"
"C03BA08","metolazona","metolazone"
"C03BA09","meticrano","meticrane"
"C03BA10","xipamida","xipamide"
"C03BA11","indapamida","indapamide"
"C03BA12","clorexolona","clorexolone"
"C03BA13","fenquizona","fenquizone"
"C03BA82","clorexolona, combinaciones con psicolépticos","clorexolone, combinations with psycholeptics"
"C03BB","Sulfonamidas y potasio, en combinación","Sulfonamides and potassium in combination"
"C03BB02","quinetazona y potasio","quinethazone and potassium"
"C03BB03","clopamida y potasio","clopamide and potassium"
"C03BB04","clortalidona y potasio","chlortalidone and potassium"
"C03BB05","mefrusida y potasio","mefruside and potassium"
"C03BB07","clofenamida y potasio","clofenamide and potassium"
"C03BC","Diuréticos mercuriales","Mercurial diuretics"
"C03BC01","mersalilo","mersalyl"
"C03BD","Derivados de la xantina","Xanthine derivatives"
"C03BD01","teobromina","theobromine"
"C03BK","Sulfonamidas combinadas con otras drogas","Sulfonamides, combinations with other drugs"
"C03BX","Otros diuréticos de techo bajo","Other low-ceiling diuretics"
"C03BX03","cicletanina","cicletanine"
"C03C","DIURÉTICOS DE TECHO ALTO","HIGH-CEILING DIURETICS"
"C03CA","Sulfonamidas, monoterapia","Sulfonamides, plain"
"C03CA01","furosemida","furosemide"
"C03CA02","bumetanida","bumetanide"
"C03CA03","piretanida","piretanide"
"C03CA04","torasemida","torasemide"
"C03CB","Sulfonamidas y potasio, en combinación","Sulfonamides and potassium in combination"
"C03CB01","furosemida y potasio","furosemide and potassium"
"C03CB02","bumetanida y potasio","bumetanide and potassium"
"C03CC","Derivados del ácido ariloxiacético","Aryloxyacetic acid derivatives"
"C03CC01","ácido etacrínico","etacrynic acid"
"C03CC02","ácido tienílico","tienilic acid"
"C03CD","Derivados de la pirazolona","Pyrazolone derivatives"
"C03CD01","muzolimina","muzolimine"
"C03CX","Otros diuréticos de techo alto","Other high-ceiling diuretics"
"C03CX01","etozolina","etozolin"
"C03D","AGENTES AHORRADORES DE POTASIO","POTASSIUM-SPARING AGENTS"
"C03DA","Antagonistas de la aldosterona","Aldosterone antagonists"
"C03DA01","espironolactona","spironolactone"
"C03DA02","canrenoato de potasio","potassium canrenoate"
"C03DA03","canrenona","canrenone"
"C03DA04","eplerenona","eplerenone"
"C03DB","Otros agentes ahorradores de potasio","Other potassium-sparing agents"
"C03DB01","amilorida","amiloride"
"C03DB02","triamtereno","triamterene"
"C03E","DIURÉTICOS Y AGENTES AHORRADORES DE POTASIO EN COMBINACIÓN","DIURETICS AND POTASSIUM-SPARING AGENTS IN COMBINATION"
"C03EA","Diuréticos de techo bajo y agentes ahorradores de potasio","Low-ceiling diuretics and potassium-sparing agents"
"C03EA01","hidroclorotiazida y agentes ahorradores de potasio","hydrochlorothiazide and potassium-sparing agents"
"C03EA02","triclormetiazida y agentes ahorradores de potasio","trichlormethiazide and potassium-sparing agents"
"C03EA03","epitizida y agentes ahorradores de potasio","epitizide and potassium-sparing agents"
"C03EA04","altizida y agentes ahorradores de potasio","altizide and potassium-sparing agents"
"C03EA05","mebutizida y agentes ahorradores de potasio","mebutizide and potassium-sparing agents"
"C03EA06","clortalidona y agentes ahorradores de potasio","chlortalidone and potassium-sparing agents"
"C03EA07","ciclopentiazida y agentes ahorradores de potasio","cyclopenthiazide and potassium-sparing agents"
"C03EA12","metolazona y agentes ahorradores de potasio","metolazone and potassium-sparing agents"
"C03EA13","bendroflumetiazida y agentes ahorradores de potasio","bendroflumethiazide and potassium-sparing agents"
"C03EA14","butizida y agentes ahorradores de potasio","butizide and potassium-sparing agents"
"C03EB","Diuréticos de techo alto y agentes ahorradores de potasio","High-ceiling diuretics and potassium-sparing agents"
"C03EB01","furosemida y agentes ahorradores de potasio","furosemide and potassium-sparing agents"
"C03EB02","bumetanida y agentes ahorradores de potasio","bumetanide and potassium-sparing agents"
"C03X","OTROS DIURÉTICOS","OTHER DIURETICS"
"C03XA","Antagonistas de la vasopresina","Vasopressin antagonists"
"C03XA01","tolvaptán","tolvaptan"
"C03XA02","conivaptán","conivaptan"
"C04","VASODILATADORES PERIFÉRICOS","PERIPHERAL VASODILATORS"
"C04A","VASODILATADORES PERIFÉRICOS","PERIPHERAL VASODILATORS"
"C04AA","Derivados del 2-amino-1-feniletanol","2-amino-1-phenylethanol derivatives"
"C04AA01","isoxsuprina","isoxsuprine"
"C04AA02","bufenina","buphenine"
"C04AA31","bametán","bamethan"
"C04AB","Derivados de la imizadolina","Imidazoline derivatives"
"C04AB01","fentolamina","phentolamine"
"C04AB02","tolazolina","tolazoline"
"C04AC","Ácido nicotínico y derivados","Nicotinic acid and derivatives"
"C04AC01","ácido nicotínico","nicotinic acid"
"C04AC02","nicotinilo, alcohol (piridilcarbinol)","nicotinyl alcohol (pyridylcarbinol)"
"C04AC03","nicotinato de inositol","inositol nicotinate"
"C04AC07","ciclonicato","ciclonicate"
"C04AD","Derivados de la purina","Purine derivatives"
"C04AD01","pentifilina","pentifylline"
"C04AD02","nicotinato de xantinol","xantinol nicotinate"
"C04AD03","pentoxifilina","pentoxifylline"
"C04AD04","etofilina","etofylline nicotinate"
"C04AE","Alcaloides del ergot","Ergot alkaloids"
"C04AE01","ergoloides mesilatos","ergoloid mesylates"
"C04AE02","nicergolina","nicergoline"
"C04AE04","dihidroergocristina","dihydroergocristine"
"C04AE51","ergoloides mesilatos, combinaciones","ergoloid mesylates, combinations"
"C04AE54","dihidroergocristina, combinaciones","dihydroergocristine, combinations"
"C04AF","Enzimas","Enzymes"
"C04AF01","kalidinogenasa","kallidinogenase"
"C04AX","Otros vasodilatadores periféricos","Other peripheral vasodilators"
"C04AX01","ciclandelato","cyclandelate"
"C04AX02","fenoxibenzamina","phenoxybenzamine"
"C04AX07","vincamina","vincamine"
"C04AX10","moxisilita","moxisylyte"
"C04AX11","benciclano","bencyclane"
"C04AX17","vinburnina","vinburnine"
"C04AX19","suloctidil","suloctidil"
"C04AX20","buflomedil","buflomedil"
"C04AX21","naftidrofurilo","naftidrofuryl"
"C04AX23","butalamina","butalamine"
"C04AX24","visnadina","visnadine"
"C04AX26","cetiedil","cetiedil"
"C04AX27","cinepazida","cinepazide"
"C04AX28","ifenprodil","ifenprodil"
"C04AX30","azapetina","azapetine"
"C04AX32","fasudil","fasudil"
"C05","VASOPROTECTORES","VASOPROTECTIVES"
"C05A","AGENTES DE USO TÓPICO PARA EL TRATAMIENTO DE HEMORROIDES Y FISURAS ANALES","AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE"
"C05AA","Corticosteroides","Corticosteroids"
"C05AA01","hidrocortisona","hydrocortisone"
"C05AA04","prednisolona","prednisolone"
"C05AA05","betametasona","betamethasone"
"C05AA06","fluorometolona","fluorometholone"
"C05AA08","fluocortolona","fluocortolone"
"C05AA09","dexametasona","dexamethasone"
"C05AA10","fluocinolona, acetónido de","fluocinolone acetonide"
"C05AA11","fluocinónida","fluocinonide"
"C05AA12","triamcinolona","triamcinolone"
"C05AB","Antibióticos","Antibiotics"
"C05AD","Anestésicos locales","Local anesthetics"
"C05AD01","lidocaína","lidocaine"
"C05AD02","tetracaína","tetracaine"
"C05AD03","benzocaína","benzocaine"
"C05AD04","cincocaína","cinchocaine"
"C05AD05","procaína","procaine"
"C05AD06","oxetacaína","oxetacaine"
"C05AD07","pramocaína","pramocaine"
"C05AE","Relajantes musculares","Muscle relaxants"
"C05AE01","trinitrato de glicerilo","glyceryl trinitrate"
"C05AE02","dinitrato de isosorbida","isosorbide dinitrate"
"C05AX","Otros agentes de uso tópico para el tratamiento de hemorroides y fisuras anales","Other agents for treatment of hemorrhoids and anal fissures for topical use"
"C05AX01","aluminio, preparados de","aluminium preparations"
"C05AX02","bismuto, preparados de, combinaciones con","bismuth preparations, combinations"
"C05AX03","otras preparaciones, combinaciones","other preparations, combinations"
"C05AX04","zinc, preparados con","zinc preparations"
"C05AX05","tribenósido","tribenoside"
"C05B","TERAPIA ANTIVARICOSA","ANTIVARICOSE THERAPY"
"C05BA","Heparinas o heparinoides para uso tópico","Heparins or heparinoids for topical use"
"C05BA01","heparinoides orgánicos","organo-heparinoid"
"C05BA02","apolato de sodio","sodium apolate"
"C05BA03","heparina","heparin"
"C05BA04","pentosán polisulfato de sodio","pentosan polysulfate sodium"
"C05BA51","heparinoides, combinaciones con","heparinoid, combinations"
"C05BA53","heparina, combinaciones con","heparin, combinations"
"C05BB","Agentes esclerosantes para inyección local","Sclerosing agents for local injection"
"C05BB01","monoetanolamina, oleato de","monoethanolamine oleate"
"C05BB02","polidocanol","polidocanol"
"C05BB03","azúcar invertida","invert sugar"
"C05BB04","tetradecilsulfato de sodio","sodium tetradecyl sulfate"
"C05BB05","fenol","phenol"
"C05BB56","glucosa, combinaciones","glucose, combinations"
"C05BX","Otros agentes esclerosantes","Other sclerosing agents"
"C05BX01","dobesilato de calcio","calcium dobesilate"
"C05BX51","dobesilato de calcio, combinaciones con","calcium dobesilate, combinations"
"C05C","AGENTES ESTABILIZADORES DE CAPILARES","CAPILLARY STABILIZING AGENTS"
"C05CA","Bioflavoniodes","Bioflavonoids"
"C05CA01","rutósido","rutoside"
"C05CA02","monoxerutina","monoxerutin"
"C05CA03","diosmina","diosmin"
"C05CA04","troxerutina","troxerutin"
"C05CA05","hidrosmina","hidrosmin"
"C05CA51","rutósido, combinaciones","rutoside, combinations"
"C05CA53","diosmina, combinaciones","diosmin, combinations"
"C05CA54","troxerutina, combinaciones","troxerutin, combinations"
"C05CX","Otros agentes estabilizadores de capilares","Other capillary stabilizing agents"
"C05CX01","tribenósido","tribenoside"
"C05CX02","naftazona","naftazone"
"C05CX03","Hippocastani semen","Hippocastani semen"
"C07","AGENTES BETA-BLOQUEANTES","BETA BLOCKING AGENTS"
"C07A","AGENTES BETA-BLOQUEANTES","BETA BLOCKING AGENTS"
"C07AA","Agentes beta- bloqueantes no selectivos","Beta blocking agents, non-selective"
"C07AA01","alprenolol","alprenolol"
"C07AA02","oxprenolol","oxprenolol"
"C07AA03","pindolol","pindolol"
"C07AA05","propranolol","propranolol"
"C07AA06","timolol","timolol"
"C07AA07","sotalol","sotalol"
"C07AA12","nadolol","nadolol"
"C07AA14","mepindolol","mepindolol"
"C07AA15","carteolol","carteolol"
"C07AA16","tertatolol","tertatolol"
"C07AA17","bopindolol","bopindolol"
"C07AA19","bupranolol","bupranolol"
"C07AA23","penbutolol","penbutolol"
"C07AA27","cloranolol","cloranolol"
"C07AA57","sotalol, combinaciones","sotalol, combinations"
"C07AB","Agentes beta-bloqueantes selectivos","Beta blocking agents, selective"
"C07AB01","practolol","practolol"
"C07AB02","metoprolol","metoprolol"
"C07AB03","atenolol","atenolol"
"C07AB04","acebutolol","acebutolol"
"C07AB05","betaxolol","betaxolol"
"C07AB06","bevantolol","bevantolol"
"C07AB07","bisoprolol","bisoprolol"
"C07AB08","celiprolol","celiprolol"
"C07AB09","esmolol","esmolol"
"C07AB10","epanolol","epanolol"
"C07AB11","s-atenolol","s-atenolol"
"C07AB12","nebivolol","nebivolol"
"C07AB13","talinolol","talinolol"
"C07AB52","metoprolol, combinaciones","metoprolol, combinations"
"C07AB57","bisoprolol, combinaciones","bisoprolol, combinations"
"C07AG","Agentes bloqueantes alfa y beta","Alpha and beta blocking agents"
"C07AG01","labetalol","labetalol"
"C07AG02","carvedilol","carvedilol"
"C07B","AGENTES BETA-BLOQUEANTES Y TIAZIDAS","BETA BLOCKING AGENTS AND THIAZIDES"
"C07BA","Agentes beta-bloqueantes no selectivos y tiazidas","Beta blocking agents, non-selective, and thiazides"
"C07BA02","oxprenolol y tiazidas","oxprenolol and thiazides"
"C07BA05","propranolol y tiazidas","propranolol and thiazides"
"C07BA06","timolol y tiazidas","timolol and thiazides"
"C07BA07","sotalol y tiazidas","sotalol and thiazides"
"C07BA12","nadolol y tiazidas","nadolol and thiazides"
"C07BA68","metipranolol y tiazidas, combinaciones","metipranolol and thiazides, combinations"
"C07BB","Agentes beta-bloqueantes selectivos y tiazidas","Beta blocking agents, selective, and thiazides"
"C07BB02","metoprolol y tiazidas","metoprolol and thiazides"
"C07BB03","atenolol y tiazidas","atenolol and thiazides"
"C07BB04","acebutolol y tiazidas","acebutolol and thiazides"
"C07BB06","bevantolol y tiazidas","bevantolol and thiazides"
"C07BB07","bisoprolol y tiazidas","bisoprolol and thiazides"
"C07BB12","nebivolol y tiazidas","nebivolol and thiazides"
"C07BB52","metoprolol y tiazidas, combinaciones","metoprolol and thiazides, combinations"
"C07BG","Agentes bloqueantes alfa y beta y tiazidas","Alpha and beta blocking agents and thiazides"
"C07BG01","labetalol y tiazidas","labetalol and thiazides"
"C07C","AGENTES BETA-BLOQUEANTES Y OTROS DIURÉTICOS","BETA BLOCKING AGENTS AND OTHER DIURETICS"
"C07CA","Agentes beta- bloqueantes no selectivos y otros diuréticos","Beta blocking agents, non-selective, and other diuretics"
"C07CA02","oxprenolol y otros diuréticos","oxprenolol and other diuretics"
"C07CA03","pindolol y otros diuréticos","pindolol and other diuretics"
"C07CA17","bopindolol y otros diuréticos","bopindolol and other diuretics"
"C07CA23","penbutolol y otros diuréticos","penbutolol and other diuretics"
"C07CB","Agentes beta-bloqueantes selectivos y otros diuréticos","Beta blocking agents, selective, and other diuretics"
"C07CB02","metoprolol y otros diuréticos","metoprolol and other diuretics"
"C07CB03","atenolol y otros diuréticos","atenolol and other diuretics"
"C07CB53","atenolol y otros diuréticos, combinaciones","atenolol and other diuretics, combinations"
"C07CG","Agentes bloqueantes alfa y beta y otros diuréticos","Alpha and beta blocking agents and other diuretics"
"C07CG01","labetalol y otros diuréticos","labetalol and other diuretics"
"C07D","AGENTES BETA-BLOQUEANTES, TIAZIDAS Y OTROS DIURÉTICOS","BETA BLOCKING AGENTS, THIAZIDES AND OTHER DIURETICS"
"C07DA","Agentes beta-bloqueantes no selectivos, tiazidas y otros diuréticos","Beta blocking agents, non-selective, thiazides and other diuretics"
"C07DA06","timolol, tiazidas y otros diuréticos","timolol, thiazides and other diuretics"
"C07DB","Agentes beta-bloqueantes selectivos, tiazidas y otros diuréticos","Beta blocking agents, selective, thiazides and other diuretics"
"C07DB01","atenolol, tiazidas y otros diuréticos","atenolol, thiazides and other diuretics"
"C07E","AGENTES BETA-BLOQUEANTES Y VASODILATADORES","BETA BLOCKING AGENTS AND VASODILATORS"
"C07EA","Agentes beta bloqueantes no selectivos y vasodilatadores","Beta blocking agents, non-selective, and vasodilators"
"C07EB","Agentes beta bloqueantes selectivos y vasodilatadores","Beta blocking agents, selective, and vasodilators"
"C07F","AGENTES BETA-BLOQUEANTES Y OTROS ANTIHIPERTENSIVOS","BETA BLOCKING AGENTS AND OTHER ANTIHYPERTENSIVES"
"C07FA","Agentes beta-bloqueantes no selectivos y otros antihipertensivos","Beta blocking agents, non-selective, and other antihypertensives"
"C07FA05","propranolol y otros antihipertensivos","propranolol and other antihypertensives"
"C07FB","Agentes beta-bloqueantes selectivos y otros anihipertensivos","Beta blocking agents, selective, and other antihypertensives"
"C07FB02","metoprolol y otros antihipertensivos","metoprolol and other antihypertensives"
"C07FB03","atenolol y otros antihipertensivos","atenolol and other antihypertensives"
"C07FB07","bisoprolol y otros antihipertensivos","bisoprolol and other antihypertensives"
"C08","BLOQUEANTES DE CANALES DE CALCIO","CALCIUM CHANNEL BLOCKERS"
"C08C","BLOQUEANTES SELECTIVOS DE CANALES DE CALCIO CON EFECTOS PRINCIPALMENTE VASCULARES","SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS"
"C08CA","Derivados de la dihidropiridina","Dihydropyridine derivatives"
